STUDENT_ID,STUDENT_NAME,MAJOR,PASSED_SEMESTER,GRADE
2016675214,서동혁,기계공학과,8,4
2015036467,이선호,기계공학과,3,2
2017225711,정환희,기계공학과,5,3
2015046123,장정연,기계공학과,4,2
2012622436,임아율,기계공학과,3,2
2017059222,장준희,기계공학과,6,3
2016799014,임주영,기계공학과,6,3
2021325932,정태원,기계공학과,2,1
2021186340,장정빈,기계공학과,1,1
2019873347,강진성,기계공학과,6,3
2011038050,김다겸,기계공학과,8,4
2013553079,이하윤,기계공학과,3,2
2021166342,김서연,기계공학과,1,1
2016881691,조현진,기계공학과,3,2
2018792795,장우재,기계공학과,6,3
2012202787,강동휘,기계공학과,7,4
2015791649,임재인,기계공학과,8,4
2021406072,이예주,기계공학과,2,1
2012174154,강혜은,기계공학과,8,4
2020804172,윤시윤,기계공학과,3,2
2019220865,강은재,기계공학과,6,3
2021040123,강이서,기계공학과,2,1
2011169739,최채희,기계공학과,8,4
2016638454,강하린,기계공학과,8,4
2017828794,박재우,기계공학과,7,4
2021196408,조아영,기계공학과,2,1
2017520379,박도경,기계공학과,4,2
2012395417,한민율,기계공학과,3,2
2011919871,김리하,기계공학과,6,3
2014434725,윤현아,기계공학과,8,4
2011353688,서승범,기계공학과,7,4
2011926665,서이진,기계공학과,5,3
2013271108,조성준,기계공학과,8,4
2021180389,박재경,기계공학과,2,1
2021502645,정서아,기계공학과,2,1
2017675634,서소영,기계공학과,4,2
2014459567,한병준,기계공학과,3,2
2017367809,강승찬,기계공학과,4,2
2011943816,강경빈,기계공학과,3,2
2021561436,임상준,기계공학과,2,1
2016297083,장준모,기계공학과,8,4
2017909814,강태현,기계공학과,3,2
2015249865,임은준,기계공학과,3,2
2014743043,강은율,기계공학과,7,4
2020019449,정윤석,기계공학과,4,2
2016238094,장지영,기계공학과,7,4
2013373305,박윤준,기계공학과,8,4
2015175163,한아준,기계공학과,8,4
2011724787,서유림,기계공학과,4,2
2013687779,김윤혁,기계공학과,4,2
2021944311,정민주,기계공학과,1,1
2018207004,조윤슬,기계공학과,8,4
2020092639,한원,기계공학과,3,2
2016894749,장연서,기계공학과,6,3
2017763475,한동건,기계공학과,3,2
2018860231,정정현,기계공학과,6,3
2017523384,강효진,기계공학과,4,2
2021744356,한용준,기계공학과,1,1
2015304413,정서우,기계공학과,7,4
2021660217,정현주,기계공학과,2,1
2015707386,강성원,기계공학과,6,3
2014405036,정나희,기계공학과,8,4
2013059779,김윤제,기계공학과,5,3
2018616837,한시안,기계공학과,6,3
2012455422,박세훈,기계공학과,5,3
2014953757,이가민,기계공학과,7,4
2013753634,임우성,기계공학과,7,4
2013382033,한정연,기계공학과,3,2
2015915564,강하진,기계공학과,6,3
2013371803,조성진,기계공학과,7,4
2014578036,장지인,기계공학과,5,3
2014275034,정희주,기계공학과,8,4
2016879577,윤정윤,기계공학과,3,2
2014757225,장윤슬,기계공학과,5,3
2021993962,한지율,기계공학과,1,1
2015909895,이대현,기계공학과,3,2
2012942574,박지아,기계공학과,6,3
2021424734,김성윤,기계공학과,1,1
2012587089,조상혁,기계공학과,8,4
2021313664,임규리,기계공학과,2,1
2013546638,김승후,기계공학과,8,4
2011524796,서한솔,기계공학과,6,3
2021628055,정수안,기계공학과,2,1
2016646620,조다율,기계공학과,3,2
2013601535,장도연,기계공학과,3,2
2016490205,임윤후,기계공학과,8,4
2015192492,최유담,기계공학과,6,3
2016217192,조승우,기계공학과,5,3
2021881914,조진영,기계공학과,2,1
2017036716,김봄,기계공학과,7,4
2017775107,임송현,기계공학과,4,2
2012487162,이정윤,기계공학과,6,3
2014063727,이건우,기계공학과,5,3
2017129537,이윤희,기계공학과,8,4
2016354706,임수인,기계공학과,8,4
2021615024,이지석,기계공학과,1,1
2014483991,정다온,기계공학과,7,4
2013701314,서준,기계공학과,5,3
2018515311,한재용,기계공학과,6,3
2021706530,최주성,기계공학과,1,1
2021599070,서준휘,기계공학과,2,1
2012734295,윤관우,기계공학과,5,3
2016359605,박상민,기계공학과,6,3
2019722572,조선우,기계공학과,4,2
2018544343,박예온,기계공학과,8,4
2013561755,이지혁,기계공학과,7,4
2016961316,임성재,기계공학과,8,4
2013253719,한태리,기계공학과,7,4
2011069083,강준호,기계공학과,6,3
2015930456,윤연주,기계공학과,8,4
2017455134,임민재,기계공학과,5,3
2016898647,장윤지,기계공학과,3,2
2021910466,최가은,기계공학과,2,1
2016629284,최선영,기계공학과,3,2
2013523559,정수빈,기계공학과,5,3
2018542749,강주완,기계공학과,6,3
2015235796,박지예,기계공학과,4,2
2011031693,임시율,기계공학과,4,2
2013363347,조서우,기계공학과,5,3
2016902129,박안나,기계공학과,5,3
2011616073,강찬희,기계공학과,6,3
2018415300,한준기,기계공학과,7,4
2013064967,이지호,기계공학과,7,4
2015714094,조예람,기계공학과,3,2
2021239140,최세진,기계공학과,2,1
2014463065,한지현,기계공학과,5,3
2014198772,최세아,기계공학과,7,4
2012585475,조아름,기계공학과,8,4
2018055030,조유리,기계공학과,3,2
2021468626,장도운,기계공학과,2,1
2018543825,윤주호,기계공학과,7,4
2012105511,윤재환,기계공학과,6,3
2015121950,이여준,기계공학과,5,3
2013231617,임이수,기계공학과,5,3
2012599733,윤세아,기계공학과,5,3
2014688225,임대현,기계공학과,4,2
2017246850,조수경,기계공학과,7,4
2011355643,조시우,기계공학과,7,4
2015480216,최은석,기계공학과,5,3
2011971838,김은채,기계공학과,8,4
2021262949,김호준,기계공학과,1,1
2021459665,장시하,기계공학과,1,1
2012880293,최성현,기계공학과,4,2
2017425323,임우찬,기계공학과,3,2
2015972784,박하준,기계공학과,4,2
2011315638,최건영,기계공학과,4,2
2021967129,서현석,기계공학과,2,1
2021089059,김재욱,기계공학과,1,1
2018501710,임건호,기계공학과,4,2
2021748137,이세윤,기계공학과,1,1
2021497219,임성욱,기계공학과,1,1
2011559851,박규민,기계공학과,4,2
2021314075,이아민,기계공학과,2,1
2011392703,강서윤,기계공학과,5,3
2013788379,장영진,기계공학과,5,3
2014588335,강효원,기계공학과,5,3
2018048479,조하빈,기계공학과,7,4
2021137731,박소유,기계공학과,1,1
2021532664,서효민,기계공학과,1,1
2018082305,윤진,기계공학과,8,4
2011929869,이정후,기계공학과,4,2
2016315013,강서하,기계공학과,3,2
2014419412,한규민,기계공학과,7,4
2021035560,윤우석,기계공학과,2,1
2021355643,임태윤,기계공학과,1,1
2015362889,강정민,기계공학과,3,2
2021373470,박희원,기계공학과,2,1
2021141649,김채영,기계공학과,1,1
2017030477,최유빈,기계공학과,7,4
2017216946,최다윤,기계공학과,3,2
2013293849,한혜주,기계공학과,7,4
2021669313,이재윤,기계공학과,2,1
2017196759,임다현,기계공학과,3,2
2014390476,최아준,기계공학과,4,2
2015057027,이윤,기계공학과,6,3
2015941888,김도영,기계공학과,4,2
2021179455,서혜연,기계공학과,1,1
2021031779,윤수연,기계공학과,2,1
2021909968,강종혁,기계공학과,2,1
2014156015,이주안,기계공학과,3,2
2021636327,서강우,기계공학과,2,1
2015751005,조예랑,기계공학과,7,4
2015796468,장진욱,기계공학과,4,2
2016633611,장지헌,기계공학과,3,2
2021189326,임수현,기계공학과,2,1
2021900416,이지오,기계공학과,2,1
2021224174,최재이,기계공학과,2,1
2017714885,정하임,기계공학과,7,4
2013044519,한설아,기계공학과,8,4
2021295951,임정윤,기계공학과,1,1
2012945880,조규림,기계공학과,8,4
2013715579,한가람,기계공학과,7,4
2017282478,한한빈,기계공학과,4,2
2019511486,최세윤,기계공학과,3,2
2011863209,정윤준,기계공학과,6,3
2021591628,임한별,기계공학과,2,1
2021580384,이세은,기계공학과,2,1
2014632045,박재우,기계공학과,6,3
2012440986,한제인,기계공학과,5,3
2014157506,조하선,기계공학과,8,4
2014907539,윤혜나,기계공학과,6,3
2021150625,한대현,기계공학과,1,1
2014800716,정은율,기계공학과,7,4
2021968679,최준혁,기계공학과,2,1
2016564116,서주찬,기계공학과,6,3
2020237765,서윤수,기계공학과,4,2
2017903125,윤은찬,기계공학과,5,3
2015020101,서도율,기계공학과,4,2
2021280800,김은재,기계공학과,2,1
2019070025,윤준모,기계공학과,6,3
2013168292,한민재,기계공학과,5,3
2015576839,서하은,기계공학과,4,2
2014677740,임우주,기계공학과,7,4
2018037224,김유경,기계공학과,6,3
2019631851,강지수,기계공학과,5,3
2020561904,김유림,기계공학과,4,2
2019178513,강동환,기계공학과,5,3
2012828389,임가희,기계공학과,7,4
2021996347,서시율,기계공학과,2,1
2019373031,조율,기계공학과,3,2
2017958323,강은재,기계공학과,5,3
2021640491,조재훈,기계공학과,2,1
2021266062,한가영,기계공학과,2,1
2014530257,박은별,기계공학과,6,3
2013884929,박지민,기계공학과,5,3
2021771157,정성찬,기계공학과,2,1
2016492565,조민채,기계공학과,7,4
2011526191,서주은,기계공학과,4,2
2018488726,정윤솔,기계공학과,5,3
2016125365,장정호,기계공학과,5,3
2011630064,서서린,기계공학과,4,2
2011094043,박다온,기계공학과,3,2
2011351636,박이안,산업경영공학과,5,3
2016132877,한주헌,산업경영공학과,7,4
2014558361,한서정,산업경영공학과,6,3
2017376516,장민진,산업경영공학과,8,4
2015625406,최유담,산업경영공학과,7,4
2018775408,정혜윤,산업경영공학과,7,4
2011177531,최선율,산업경영공학과,8,4
2015865143,박지호,산업경영공학과,5,3
2018121123,조하선,산업경영공학과,8,4
2019712454,서태현,산업경영공학과,5,3
2018501373,윤다경,산업경영공학과,7,4
2021132766,이이레,산업경영공학과,2,1
2011384225,장승환,산업경영공학과,6,3
2017656386,강서현,산업경영공학과,8,4
2013109079,조가람,산업경영공학과,4,2
2017412025,한성진,산업경영공학과,8,4
2021596984,한해원,산업경영공학과,1,1
2021716629,정정현,산업경영공학과,2,1
2017694056,김나래,산업경영공학과,6,3
2016117599,이은우,산업경영공학과,5,3
2017562240,강은재,산업경영공학과,5,3
2015191625,장예슬,산업경영공학과,4,2
2015041158,서여원,산업경영공학과,7,4
2021257146,서가온,산업경영공학과,2,1
2017280372,강채령,산업경영공학과,7,4
2019747663,장승희,산업경영공학과,3,2
2011146866,장재희,산업경영공학과,7,4
2014481556,정준후,산업경영공학과,5,3
2015953312,한소정,산업경영공학과,8,4
2016084942,박하람,산업경영공학과,8,4
2020906465,윤정민,산업경영공학과,4,2
2017187044,임우찬,산업경영공학과,5,3
2018950754,박주영,산업경영공학과,5,3
2011175780,정선우,산업경영공학과,7,4
2021146912,한우찬,산업경영공학과,1,1
2021400956,정병준,산업경영공학과,2,1
2014086694,강안나,산업경영공학과,5,3
2015617070,서정윤,산업경영공학과,7,4
2013644648,장지호,산업경영공학과,7,4
2018951527,강루나,산업경영공학과,7,4
2021404034,김예슬,산업경영공학과,2,1
2021790241,최진우,산업경영공학과,2,1
2018264049,임동주,산업경영공학과,8,4
2017682070,한준우,산업경영공학과,4,2
2021624203,서동혁,산업경영공학과,1,1
2021182102,최혁준,산업경영공학과,1,1
2012610659,이지헌,산업경영공학과,4,2
2011301589,박재우,산업경영공학과,5,3
2021807541,최은후,산업경영공학과,1,1
2017093679,박한솔,산업경영공학과,3,2
2017856359,서강,산업경영공학과,7,4
2013840634,이다율,산업경영공학과,3,2
2015426672,한선유,산업경영공학과,6,3
2017542349,한주하,산업경영공학과,6,3
2021453760,정은수,산업경영공학과,1,1
2014403701,조희정,산업경영공학과,3,2
2014378006,윤나라,산업경영공학과,4,2
2017340412,서아연,산업경영공학과,7,4
2014542061,조성은,산업경영공학과,8,4
2014509253,윤윤영,산업경영공학과,8,4
2013408760,한성윤,산업경영공학과,5,3
2011929734,장태윤,산업경영공학과,8,4
2012477769,강수민,산업경영공학과,3,2
2013047795,장가빈,산업경영공학과,7,4
2011398913,장민우,산업경영공학과,8,4
2017933189,윤윤제,산업경영공학과,6,3
2014033392,박혜나,산업경영공학과,7,4
2015338428,조찬희,산업경영공학과,8,4
2021265914,서현아,산업경영공학과,2,1
2013706132,박태인,산업경영공학과,8,4
2018828226,이혜민,산업경영공학과,4,2
2021786502,김준후,산업경영공학과,1,1
2021307865,조상원,산업경영공학과,1,1
2017177783,박시후,산업경영공학과,8,4
2021717813,윤은우,산업경영공학과,2,1
2018089300,이예담,산업경영공학과,4,2
2014403620,박혁,산업경영공학과,7,4
2017211711,윤예원,산업경영공학과,6,3
2011262928,임보민,산업경영공학과,7,4
2019069280,한진혁,산업경영공학과,5,3
2017423419,이민찬,산업경영공학과,8,4
2017435271,최성현,산업경영공학과,7,4
2017869462,임세민,산업경영공학과,8,4
2021208209,최유건,산업경영공학과,2,1
2021254451,최규현,산업경영공학과,2,1
2011213234,장은재,산업경영공학과,3,2
2019624249,정연재,산업경영공학과,6,3
2021702023,최정빈,산업경영공학과,2,1
2016331538,서서우,산업경영공학과,5,3
2016955616,박호진,산업경영공학과,3,2
2013122402,강영민,산업경영공학과,8,4
2015744728,한원,산업경영공학과,3,2
2017933217,서지후,산업경영공학과,4,2
2018883880,임이준,산업경영공학과,6,3
2015719531,윤서희,산업경영공학과,6,3
2014868673,윤채령,산업경영공학과,7,4
2018912139,조인호,산업경영공학과,7,4
2012685884,조가람,산업경영공학과,5,3
2012574583,장나은,산업경영공학과,7,4
2012628379,장유나,산업경영공학과,8,4
2018623996,김정원,산업경영공학과,4,2
2016070809,장예찬,산업경영공학과,3,2
2021205617,서정민,산업경영공학과,2,1
2012514144,박명준,산업경영공학과,3,2
2012525950,박상우,산업경영공학과,3,2
2015488839,조이현,산업경영공학과,3,2
2015002899,한유경,산업경영공학과,5,3
2018974210,김이진,산업경영공학과,8,4
2015544381,이세은,산업경영공학과,6,3
2012753554,정태호,산업경영공학과,8,4
2014321737,김은별,산업경영공학과,3,2
2016760497,한지인,산업경영공학과,4,2
2011600371,박인호,산업경영공학과,3,2
2015679242,임재아,산업경영공학과,7,4
2018414429,정우현,산업경영공학과,3,2
2019687940,한진주,산업경영공학과,3,2
2016413059,윤승아,산업경영공학과,6,3
2012323312,최린,산업경영공학과,8,4
2018290099,한성주,산업경영공학과,4,2
2013133427,김여원,산업경영공학과,3,2
2020799155,장하성,산업경영공학과,3,2
2021084698,서재영,산업경영공학과,2,1
2021541842,장유진,산업경영공학과,2,1
2021438061,장가인,산업경영공학과,1,1
2019369215,박다온,산업경영공학과,5,3
2014203642,한지훈,산업경영공학과,7,4
2021165876,윤윤준,산업경영공학과,2,1
2017033015,정세하,산업경영공학과,4,2
2016188292,이다경,산업경영공학과,7,4
2021760444,이주한,산업경영공학과,1,1
2015208736,박승규,산업경영공학과,8,4
2021650161,서환,산업경영공학과,1,1
2016947381,박시우,원자력공학과,7,4
2013363672,조나연,원자력공학과,8,4
2021743178,한세빈,원자력공학과,1,1
2021694140,한은호,원자력공학과,2,1
2012581808,강도경,원자력공학과,8,4
2019951437,조인준,원자력공학과,3,2
2012059277,정담희,원자력공학과,7,4
2017186348,서다온,원자력공학과,3,2
2021925123,강지아,원자력공학과,2,1
2017603341,조안나,원자력공학과,5,3
2013176565,장아연,원자력공학과,7,4
2011115798,조정윤,원자력공학과,8,4
2014924069,임태빈,원자력공학과,4,2
2021715818,장윤하,원자력공학과,1,1
2012912246,박해준,원자력공학과,7,4
2011323493,서수빈,원자력공학과,8,4
2011442076,임재율,원자력공학과,7,4
2015549031,김세준,원자력공학과,7,4
2018444247,한진,원자력공학과,8,4
2021671086,윤채린,원자력공학과,1,1
2021746776,한여진,원자력공학과,2,1
2014037578,정찬율,원자력공학과,5,3
2018448772,최성하,원자력공학과,6,3
2014864640,장가빈,원자력공학과,8,4
2012653476,강나영,원자력공학과,8,4
2021385050,정현지,원자력공학과,2,1
2016477020,한이찬,원자력공학과,3,2
2016713672,서민제,원자력공학과,6,3
2021421526,최예원,원자력공학과,1,1
2018885471,강아인,원자력공학과,4,2
2021231178,조승은,원자력공학과,2,1
2013568926,이하민,원자력공학과,5,3
2021288465,서은하,원자력공학과,1,1
2021320948,한범수,원자력공학과,2,1
2014211582,박수호,원자력공학과,8,4
2017729111,조연주,원자력공학과,4,2
2021818378,윤효진,원자력공학과,1,1
2012039050,박은재,원자력공학과,6,3
2016262630,한소희,원자력공학과,3,2
2011541081,임민혁,원자력공학과,6,3
2011695014,박지인,원자력공학과,5,3
2021039127,조승준,원자력공학과,2,1
2017467421,조지훈,원자력공학과,8,4
2011434600,임이솔,원자력공학과,4,2
2013931064,윤서아,원자력공학과,4,2
2017770250,정태환,원자력공학과,4,2
2015763133,한현빈,원자력공학과,8,4
2018533412,박하람,원자력공학과,3,2
2021290003,김하엘,원자력공학과,1,1
2019422113,한주하,원자력공학과,5,3
2019945386,김해솔,원자력공학과,4,2
2017712606,한현아,원자력공학과,5,3
2021257607,박승주,원자력공학과,2,1
2015642668,정민욱,원자력공학과,7,4
2019042557,장소담,원자력공학과,6,3
2012858056,이세영,원자력공학과,8,4
2017758386,강우준,원자력공학과,7,4
2011549526,최서우,원자력공학과,7,4
2020039199,강우준,원자력공학과,4,2
2013969933,윤민영,원자력공학과,7,4
2019789472,장대현,원자력공학과,5,3
2021210945,조지민,원자력공학과,1,1
2017098353,조시훈,원자력공학과,7,4
2011509977,서승원,원자력공학과,8,4
2015276233,한승아,원자력공학과,3,2
2017196974,서재윤,원자력공학과,5,3
2015005866,박유라,원자력공학과,5,3
2018089502,조유이,원자력공학과,4,2
2021382095,정시우,원자력공학과,1,1
2016379944,정지나,원자력공학과,6,3
2013688323,조태우,원자력공학과,7,4
2016116730,이서영,원자력공학과,5,3
2014403204,박태건,원자력공학과,3,2
2017727384,장나예,원자력공학과,4,2
2021857390,최아라,원자력공학과,2,1
2021007687,윤태완,원자력공학과,1,1
2012878470,정지호,원자력공학과,7,4
2012163592,임윤건,원자력공학과,6,3
2016351310,윤태희,원자력공학과,5,3
2021961740,장다인,원자력공학과,2,1
2021436980,한시원,원자력공학과,2,1
2021899518,정시현,원자력공학과,1,1
2015434834,장주혁,원자력공학과,6,3
2012287948,김유미,원자력공학과,8,4
2021959622,박소이,원자력공학과,2,1
2014875379,강채린,원자력공학과,4,2
2017135842,서동민,원자력공학과,6,3
2014713535,윤재이,원자력공학과,4,2
2018670591,조소예,원자력공학과,7,4
2012256130,조나예,원자력공학과,5,3
2016987997,임강우,원자력공학과,5,3
2021466366,이상원,원자력공학과,2,1
2021063456,김서이,원자력공학과,2,1
2014417652,장도형,원자력공학과,6,3
2012377463,정유림,원자력공학과,7,4
2020957282,최준우,원자력공학과,4,2
2016778168,최현서,원자력공학과,5,3
2021856814,정재인,원자력공학과,2,1
2021892050,장서율,화학공학과,1,1
2021493862,박시은,화학공학과,2,1
2012912357,이승연,화학공학과,3,2
2021243601,조재윤,화학공학과,2,1
2021133728,강소예,화학공학과,2,1
2011072768,임안나,화학공학과,4,2
2012995125,한희재,화학공학과,7,4
2017710870,최가온,화학공학과,7,4
2021514886,임승혁,화학공학과,2,1
2017134491,장은비,화학공학과,7,4
2016303403,이가람,화학공학과,8,4
2021276680,박소유,화학공학과,1,1
2019713291,이하진,화학공학과,6,3
2018056253,김우석,화학공학과,3,2
2016422286,이지연,화학공학과,5,3
2017028712,김현지,화학공학과,5,3
2021286307,서지유,화학공학과,2,1
2014037471,서정인,화학공학과,3,2
2012489831,한재우,화학공학과,4,2
2015952828,김주혁,화학공학과,4,2
2012476250,최유안,화학공학과,5,3
2013246726,서민제,화학공학과,7,4
2018494179,정세하,화학공학과,6,3
2019212265,장루나,화학공학과,5,3
2021745519,강안나,화학공학과,2,1
2016387053,강유찬,화학공학과,8,4
2021044351,최로이,화학공학과,1,1
2021894076,임태연,화학공학과,1,1
2012891013,장민욱,화학공학과,8,4
2013923157,임서원,화학공학과,7,4
2011666920,강은재,화학공학과,5,3
2018464843,최가온,화학공학과,8,4
2012862221,김재인,화학공학과,3,2
2021410296,장지민,화학공학과,2,1
2019361956,임주희,화학공학과,6,3
2012885548,임효빈,화학공학과,8,4
2011260197,윤환희,화학공학과,4,2
2015294101,윤은하,화학공학과,8,4
2014312553,서수아,화학공학과,8,4
2016511338,정시현,화학공학과,4,2
2013487981,조하성,화학공학과,4,2
2012335794,김재용,화학공학과,3,2
2017244100,박영은,화학공학과,4,2
2021440810,이효은,화학공학과,1,1
2021493843,정지호,화학공학과,2,1
2012289129,임시윤,화학공학과,7,4
2020192124,한라윤,화학공학과,3,2
2021589369,김소민,화학공학과,2,1
2012922457,정혜성,화학공학과,7,4
2016008164,임지율,화학공학과,7,4
2015332036,최세하,화학공학과,5,3
2021408279,정은진,화학공학과,1,1
2020567735,윤태성,화학공학과,3,2
2016740169,박지호,화학공학과,8,4
2015579018,서율,화학공학과,7,4
2011561645,최서희,화학공학과,5,3
2019116402,최유안,화학공학과,3,2
2019029838,서지선,화학공학과,5,3
2021829409,이하성,화학공학과,2,1
2017805867,장민진,화학공학과,6,3
2012581660,윤시형,화학공학과,4,2
2014759430,장주현,화학공학과,6,3
2013249217,이태훈,화학공학과,6,3
2014849490,박정민,화학공학과,6,3
2011267632,윤수민,화학공학과,7,4
2021454740,한윤재,화학공학과,2,1
2019270216,강하영,화학공학과,5,3
2013471397,서이안,화학공학과,6,3
2019014020,강채원,화학공학과,6,3
2012283380,장민재,화학공학과,4,2
2011829114,장윤슬,화학공학과,3,2
2013179101,한가원,화학공학과,8,4
2011516346,윤윤서,화학공학과,7,4
2014893656,이은율,화학공학과,3,2
2018181385,김지오,화학공학과,6,3
2011432123,최채영,화학공학과,4,2
2011187440,김주혁,화학공학과,4,2
2016095028,한이준,화학공학과,8,4
2012509267,서현서,화학공학과,7,4
2021762605,윤가원,화학공학과,2,1
2021715439,최리나,화학공학과,2,1
2015146712,장준호,화학공학과,5,3
2016336877,이도겸,화학공학과,8,4
2012745873,임재호,화학공학과,3,2
2021457444,이지율,화학공학과,1,1
2013156881,최서후,화학공학과,8,4
2017766585,서소원,화학공학과,6,3
2021764769,서서원,화학공학과,1,1
2017088601,임한솔,화학공학과,4,2
2018092700,김한비,화학공학과,5,3
2013933689,임도희,화학공학과,7,4
2013369638,장혜연,화학공학과,8,4
2021916414,한효림,화학공학과,1,1
2015351542,정주혁,화학공학과,4,2
2015265278,이효주,화학공학과,7,4
2011150225,한결,화학공학과,7,4
2013732711,윤민율,화학공학과,5,3
2012059392,이해준,화학공학과,8,4
2021598465,강태연,화학공학과,2,1
2012356695,장하루,화학공학과,7,4
2018874617,서진혁,화학공학과,3,2
2013801822,강나원,화학공학과,8,4
2021416842,김미소,화학공학과,2,1
2021861035,장희성,화학공학과,2,1
2020274560,윤은서,화학공학과,4,2
2014555443,최별하,화학공학과,7,4
2012734127,장동윤,화학공학과,7,4
2017055356,임재이,화학공학과,8,4
2011634640,조성현,화학공학과,6,3
2021749102,윤성원,화학공학과,2,1
2012785025,강솔,화학공학과,3,2
2014424528,박윤우,화학공학과,5,3
2019720691,임태인,화학공학과,4,2
2020372224,최주혁,화학공학과,3,2
2018380080,임안나,화학공학과,8,4
2018438928,정성민,화학공학과,4,2
2021225685,조성원,화학공학과,1,1
2021513314,조지유,화학공학과,2,1
2017616600,임영준,화학공학과,6,3
2017518607,김동현,화학공학과,5,3
2017300692,한시아,화학공학과,4,2
2015744800,한소정,화학공학과,7,4
2011671251,장성훈,화학공학과,7,4
2021213232,최인성,화학공학과,2,1
2016189497,이태인,화학공학과,8,4
2017952942,이주희,화학공학과,5,3
2021542996,최세준,화학공학과,1,1
2020956018,강준모,화학공학과,3,2
2014154069,한석준,화학공학과,4,2
2021981327,조동민,화학공학과,2,1
2021707397,김규현,화학공학과,2,1
2017902761,장건,화학공학과,4,2
2017809479,김연아,화학공학과,3,2
2013652513,장수린,화학공학과,7,4
2021617572,정소이,화학공학과,2,1
2018074557,장주호,화학공학과,8,4
2013312056,이재성,화학공학과,7,4
2015730159,최예나,화학공학과,5,3
2013205325,김채연,화학공학과,7,4
2013077053,정라율,화학공학과,7,4
2015964575,조현정,정보전자신소재공학과,3,2
2016634084,서다겸,정보전자신소재공학과,7,4
2018345451,강승연,정보전자신소재공학과,5,3
2017907971,임로운,정보전자신소재공학과,8,4
2021087461,한채율,정보전자신소재공학과,1,1
2013044252,정채아,정보전자신소재공학과,7,4
2015996809,최영훈,정보전자신소재공학과,6,3
2012251451,임예슬,정보전자신소재공학과,5,3
2015315821,임혜림,정보전자신소재공학과,3,2
2011315541,임나희,정보전자신소재공학과,7,4
2021291778,한빛나,정보전자신소재공학과,2,1
2021930905,윤준성,정보전자신소재공학과,1,1
2015359918,강리하,정보전자신소재공학과,3,2
2021062955,임성빈,정보전자신소재공학과,2,1
2016433733,최민석,정보전자신소재공학과,7,4
2019669764,최지호,정보전자신소재공학과,3,2
2014727446,강솔,정보전자신소재공학과,6,3
2018211215,이성연,정보전자신소재공학과,3,2
2012285247,강연서,정보전자신소재공학과,4,2
2018254466,조리나,정보전자신소재공학과,3,2
2014209784,박은석,정보전자신소재공학과,5,3
2021828865,장건율,정보전자신소재공학과,1,1
2018616280,조나연,정보전자신소재공학과,4,2
2011409580,이가현,정보전자신소재공학과,8,4
2021531803,김율,정보전자신소재공학과,1,1
2014530982,김하민,정보전자신소재공학과,7,4
