,student_name,student_id,major,period,grade,passed_subject,get_subject
10,임서준,2015027208,기계공학과,7,4,"['GEC1104-G06', 'PM3018-00', 'ME380-01', 'APHY1002-21', 'CPE201-12', 'BME412-04', 'GED1235-G00', 'ELC205-01', 'GEE1330-G02', 'APCH1121-02', 'GEC1102-G31', 'CHI107-01', 'GEC1105-G37', 'ME371-01', 'APHY1002-07', 'ELC464-00']","[['GEE1344-G02', '9:00', '11:45', '금'], ['GED1539-G00', '9:00', '10:15', '수'], ['GED1539-G00', '9:00', '10:15', '월'], ['GEC1102-G18', '13:30', '14:45', '수'], ['GEC1102-G18', '13:30', '14:45', '월'], ['GEC1104-G26', '15:00', '17:45', '수']]"
11,최결,2016493167,기계공학과,4,2,"['SC101-01', 'GEC1105-G30', 'APCH2201-01', 'ESP431-00', 'GEC1102-G51', 'CE275-02', 'CHE477-00', 'ESP309-02', 'SM327-03', 'HBT202-00']","[['GED1306-G00', '16:30', '17:45', '월'], ['GED1306-G00', '16:30', '17:45', '수'], ['GEC1102-G48', '13:30', '14:45', '목'], ['GEC1102-G48', '13:30', '14:45', '화'], ['GEC1102-G20', '13:30', '14:45', '수'], ['GEC1102-G20', '13:30', '14:45', '월'], ['GEC1104-G26', '15:00', '17:45', '수']]"
12,장라임,2015078327,기계공학과,6,3,"['GEC1102-G36', 'GEE1642-G00', 'GEN403-00', 'APHY3600-00', 'CHE132-02', 'GEC2001-G04', 'SM424-00', 'APHY2105-00', 'AMTH1002-17', 'AMTH1005-01', 'AMTH1009-17', 'BME412-06', 'GEC2001-G04', 'GEC1105-G04', 'APHY1002-17']","[['GEC1104-G35', '15:00', '17:45', '목'], ['GEC1102-G26', '15:00', '16:15', '수'], ['GEC1102-G26', '15:00', '16:15', '월'], ['GEC1105-G27', '12:00', '13:15', '목'], ['GEC1105-G27', '12:00', '13:15', '화'], ['GED1306-G00', '16:30', '17:45', '월'], ['GED1306-G00', '16:30', '17:45', '수'], ['GED1947-G01', '13:30', '16:15', '화']]"
13,임하진,2017518650,기계공학과,8,4,"['FR1013-01', 'EDU3345-G00', 'GEC1102-G39', 'TK207-02', 'GEC2001-G11', 'JP251-00', 'CPE201-01', 'BME412-04', 'AMIE396-03', 'GED1908-G00', 'ME431-01', 'DC303-01', 'CHE232-02', 'DC304-00', 'GEC2001-G07', 'EE202-03', 'CHI103-01', 'IS2004-01', 'GEC2001-G24', 'GEC1104-G02']","[['GEC1104-G18', '15:00', '17:45', '화'], ['GEE1330-G03', '18:00', '20:00', '화'], ['GED1962-G00', '13:30', '14:45', '수'], ['GED1962-G00', '13:30', '14:45', '월'], ['GEE1605-G00', '13:00', '14:50', '수'], ['GEC2001-G17', '16:30', '17:45', '수'], ['GEC2001-G17', '16:30', '17:45', '월'], ['GED1650-G00', '10:30', '11:45', '목'], ['GED1650-G00', '10:30', '11:45', '화']]"
14,강겸,2014817358,기계공학과,4,2,"['AR211-01', 'CHI415-00', 'FT3076-00', 'CPE401-07', 'SM208-01', 'APCH4204-00', 'TK306-01', 'IE214-00', 'ELC251-00', 'GE4001-00']","[['GEC1102-G33', '10:30', '11:45', '목'], ['GEC1102-G33', '10:30', '11:45', '화'], ['GEC1102-G51', '15:00', '16:15', '목'], ['GEC1102-G51', '15:00', '16:15', '화'], ['GED1235-G00', '12:00', '13:15', '수'], ['GED1235-G00', '12:00', '13:15', '월'], ['GEC2001-G27', '13:30', '14:45', '목'], ['GEC2001-G27', '13:30', '14:45', '화'], ['GEC1102-G27', '16:30', '17:45', '수'], ['GEC1102-G27', '16:30', '17:45', '월'], ['GEC1102-G42', '12:00', '13:15', '목'], ['GEC1102-G42', '12:00', '13:15', '화']]"
15,강도연,2021791350,기계공학과,1,1,"['VID2007-00', 'GED1989-G00', 'AMIE396-04', 'AR455-00', 'PAM320-00']","[['GEC1403-G39', '18:00', '20:25', '월'], ['GED1958-G00', '15:00', '16:15', '수'], ['GED1958-G00', '15:00', '16:15', '월'], ['GED1609-G01', '9:00', '11:45', '금'], ['GED1123-G00', '13:30', '14:45', '목'], ['GED1123-G00', '13:30', '14:45', '화'], ['GEC0103-G08', '12:00', '13:15', '목'], ['GEC0103-G08', '12:00', '13:15', '화'], ['GED1467-G00', '10:30', '11:45', '목'], ['GED1467-G00', '10:30', '11:45', '화']]"
16,정태리,2012411415,기계공학과,5,3,"['ME371-02', 'CDG3253-00', 'APCH3607-00', 'CA1007-00', 'JP213-00', 'GEC1102-G26', 'APHY3201-00', 'ME231-03', 'AMTH3029-00', 'FT2075-00', 'KO2501-00', 'ME479-04', 'GED1628-G00', 'GEB1102-G05', 'CSE305-01', 'FT3077-00', 'PM1016-00', 'SC101-01']","[['GED1989-G00', '15:00', '16:15', '목'], ['GED1989-G00', '15:00', '16:15', '화'], ['GEC0103-G05', '12:00', '13:15', '월'], ['GEC0103-G05', '12:00', '13:15', '수'], ['GED1202-G01', '10:30', '11:45', '수'], ['GED1202-G01', '10:30', '11:45', '월'], ['GED1929-G00', '9:00', '11:45', '화'], ['GEC1102-G37', '10:30', '11:45', '목'], ['GEC1102-G37', '10:30', '11:45', '화'], ['GEC1105-G40', '16:30', '17:45', '목'], ['GEC1105-G40', '16:30', '17:45', '화']]"
17,장소유,2021631828,기계공학과,1,1,"['IS2301-00', 'GED1947-G00', 'GEC1102-G12', 'ELC343-00']","[['GEC1104-G35', '15:00', '17:45', '목'], ['GEC1102-G31', '9:00', '10:15', '목'], ['GEC1102-G31', '9:00', '10:15', '화'], ['GEC2001-G26', '12:00', '13:15', '목'], ['GEC2001-G26', '12:00', '13:15', '화'], ['GED1739-G00', '12:00', '14:45', '금'], ['GED1502-G01', '15:00', '17:45', '금'], ['EDU4103-G00', '9:00', '10:50', '수']]"
18,박동호,2015589575,기계공학과,6,3,"['VID2008-01', 'FT4074-00', 'SPACE411-00', 'BME211-00', 'GED1544-G00', 'GEC2001-G04', 'AR511-01', 'LA205-00', 'CPE201-14', 'APCH1131-02', 'IS3002-00', 'GEC1105-G48']","[['GEC1403-G36', '12:00', '14:45', '금'], ['GED1202-G01', '10:30', '11:45', '수'], ['GED1202-G01', '10:30', '11:45', '월'], ['GED1717-G01', '16:30', '17:45', '목'], ['GED1717-G01', '16:30', '17:45', '화'], ['GEB1102-G04', '15:00', '16:15', '수'], ['GEB1102-G04', '15:00', '16:15', '월']]"
19,박하루,2018492079,기계공학과,4,2,"['CPE401-15', 'IE324-01', 'GED1301-G00', 'GED1908-G00', 'GEC1102-G06', 'IE419-00', 'GEC1105-G34', 'IS2204-00', 'AR311-03', 'PM1019-07', 'FD101-03', 'CSE406-00']","[['EDU4104-G01', '15:30', '17:20', '월'], ['GED1961-G01', '10:30', '11:45', '수'], ['GED1961-G01', '10:30', '11:45', '월'], ['GED1235-G00', '12:00', '13:15', '수'], ['GED1235-G00', '12:00', '13:15', '월'], ['GED1202-G00', '13:30', '14:45', '목'], ['GED1202-G00', '13:30', '14:45', '화'], ['GED1440-G01', '18:00', '20:25', '수'], ['GED1358-G00', '12:00', '14:45', '금']]"
20,조다혜,2015462427,기계공학과,4,2,"['FD110-02', 'CPE301-06', 'AE271-00', 'FR1013-01', 'ME231-03', 'HBT325-00', 'CPE101-00', 'BIO103-02', 'GEC1403-G36', 'CHI420-00']","[['GEE1127-G01', '18:00', '20:25', '화'], ['GEC1105-G22', '10:30', '11:45', '목'], ['GEC1105-G22', '10:30', '11:45', '화'], ['GEC1104-G16', '15:00', '17:45', '화'], ['GEC1105-G02', '9:00', '10:15', '수'], ['GEC1105-G02', '9:00', '10:15', '월'], ['GEC1403-G05', '10:30', '11:45', '수'], ['GEC1403-G05', '10:30', '11:45', '월'], ['GED1733-G00', '12:00', '14:45', '목']]"
21,정재희,2021735707,기계공학과,2,1,"['FSB471-00', 'APCH1101-06', 'GEC0103-G05', 'AR111-05', 'ID4016-00', 'GEC1403-G38']","[['GEC1105-G21', '10:30', '11:45', '목'], ['GEC1105-G21', '10:30', '11:45', '화'], ['GED1306-G00', '16:30', '17:45', '월'], ['GED1306-G00', '16:30', '17:45', '수'], ['GEC1102-G50', '15:00', '16:15', '목'], ['GEC1102-G50', '15:00', '16:15', '화'], ['GED1736-G00', '12:00', '14:45', '월'], ['GED1202-G00', '13:30', '14:45', '목'], ['GED1202-G00', '13:30', '14:45', '화']]"
22,정한비,2017493378,기계공학과,8,4,"['CHE232-04', 'EE422-00', 'GEE1345-G01', 'NE202-00', 'ELC205-01', 'FT2011-00', 'AMIE201-00', 'CHE231-02', 'FT2023-00', 'GE402-00', 'SWCON253-01', 'GED1517-G00', 'TK314-00', 'EDU3131-G00', 'GEC1105-G38', 'PE301-01']","[['GED1539-G00', '9:00', '10:15', '수'], ['GED1539-G00', '9:00', '10:15', '월'], ['GEB1202-G06', '13:30', '14:45', '목'], ['GEB1202-G06', '13:30', '14:45', '화'], ['GEC1403-G34', '9:00', '11:45', '금'], ['GEE1267-G00', '10:30', '11:45', '수'], ['GEE1267-G00', '10:30', '11:45', '월'], ['GEC1104-G04', '15:00', '17:45', '월'], ['GEC1105-G24', '10:30', '11:45', '목'], ['GEC1105-G24', '10:30', '11:45', '화']]"
23,임영찬,2019179016,기계공학과,4,2,"['CPE201-11', 'CPE401-14', 'APHY1002-17', 'EE211-00', 'DC304-01', 'DC403-00', 'ME231-03', 'CHE232-01', 'PM4025-13', 'APHY1002-12']","[['GEC1102-G23', '15:00', '16:15', '수'], ['GEC1102-G23', '15:00', '16:15', '월'], ['GEE1956-G06', '16:30', '17:45', '목'], ['GEE1956-G06', '16:30', '17:45', '화'], ['GEB1101-G02', '12:00', '13:15', '목'], ['GEB1101-G02', '12:00', '13:15', '화'], ['GEE1956-G03', '16:30', '17:45', '수'], ['GEE1956-G03', '16:30', '17:45', '월'], ['GEC1105-G44', '9:00', '11:45', '금']]"
24,이연수,2013428830,기계공학과,4,2,"['PM1018-00', 'CSE203-02', 'EE422-00', 'FR3034-00', 'EE364-00', 'CPE104-03', 'GEC1105-G31', 'FR4024-00']","[['GED1984-G00', '12:00', '13:15', '목'], ['GED1984-G00', '12:00', '13:15', '화'], ['GEC1105-G46', '12:00', '14:45', '금'], ['GEC1102-G54', '16:30', '17:45', '목'], ['GEC1102-G54', '16:30', '17:45', '화'], ['GEC1403-G00', '9:00', '10:15', '수'], ['GEC1403-G00', '9:00', '10:15', '월'], ['GEC1105-G36', '15:00', '16:15', '목'], ['GEC1105-G36', '15:00', '16:15', '화'], ['GEC0103-G05', '12:00', '13:15', '월'], ['GEC0103-G05', '12:00', '13:15', '수']]"
25,강예슬,2021697157,기계공학과,1,1,"['PE201-01', 'ME211-02', 'CSE204-03', 'GED1957-G00']","[['GEC1403-G00', '9:00', '10:15', '수'], ['GEC1403-G00', '9:00', '10:15', '월'], ['GEC1102-G17', '13:30', '14:45', '수'], ['GEC1102-G17', '13:30', '14:45', '월'], ['GEC1105-G31', '13:30', '14:45', '목'], ['GEC1105-G31', '13:30', '14:45', '화'], ['GEC1403-G17', '10:30', '11:45', '목'], ['GEC1403-G17', '10:30', '11:45', '화'], ['GEC1403-G31', '16:30', '17:45', '목'], ['GEC1403-G31', '16:30', '17:45', '화']]"
26,한태성,2014812636,기계공학과,5,3,"['GED1541-G00', 'CSE302-02', 'RU1103-02', 'AMIE261-00', 'IS3002-01', 'AMIE220-01', 'CHI417-00', 'CE273-00', 'CPE201-05', 'GEC1102-G54', 'EE207-00', 'PE301-01']","[['EDU3345-G00', '9:00', '11:45', '금'], ['GED1502-G01', '15:00', '17:45', '금'], ['GED1325-G00', '13:00', '15:45', '토'], ['GEC1403-G04', '10:30', '11:45', '수'], ['GEC1403-G04', '10:30', '11:45', '월'], ['GEC2001-G11', '13:30', '14:45', '수'], ['GEC2001-G11', '13:30', '14:45', '월'], ['GEC1104-G22', '12:00', '14:45', '수']]"
27,한서율,2019349984,기계공학과,6,3,"['GEC1102-G35', 'AMTH2006-00', 'GEN301-01', 'FR3011-00', 'CDG0268-00', 'SWCON253-00', 'GEC1102-G37', 'SM331-00', 'SPACE212-00', 'AMTH1009-08', 'AE351-01', 'FT4077-00', 'GED1466-G00', 'APCH1101-00', 'SM312-00']","[['GEC1105-G47', '12:00', '14:45', '금'], ['GEC1102-G05', '15:00', '17:45', '금'], ['GEB1102-G06', '9:00', '10:15', '목'], ['GEB1102-G06', '9:00', '10:15', '화'], ['GEC1104-G34', '12:00', '14:45', '목'], ['GEC1102-G24', '15:00', '16:15', '수'], ['GEC1102-G24', '15:00', '16:15', '월']]"
28,최다솔,2018174211,기계공학과,3,2,"['CPE101-08', 'CHE453-01', 'IS4102-00', 'IE306-00', 'ME275-02', 'AMTH1004-11', 'PE308-01', 'SPACE424-00', 'GEC1105-G01', 'CHE477-00', 'DC205-01', 'ME231-04']","[['GED1459-G00', '12:00', '14:45', '금'], ['GEC2001-G34', '9:00', '11:45', '금'], ['GEC1403-G04', '10:30', '11:45', '수'], ['GEC1403-G04', '10:30', '11:45', '월'], ['GEB1102-G05', '15:00', '16:15', '수'], ['GEB1102-G05', '15:00', '16:15', '월'], ['GEE1332-G06', '9:00', '9:50', '목'], ['GEC1403-G16', '9:00', '10:15', '화']]"
29,윤윤서,2011003578,기계공학과,6,3,"['SWCON367-00', 'GEN308-00', 'GED1504-G00', 'GEC1105-G35', 'AMTH4017-00', 'GED1621-G00', 'CHI107-00', 'AMIE220-02', 'GED1945-G00', 'PM1019-09', 'PAM332-00', 'IE400-00']","[['GEC1105-G34', '13:30', '14:45', '목'], ['GEC1105-G34', '13:30', '14:45', '화'], ['GEC2001-G01', '9:00', '10:15', '수'], ['GEC2001-G01', '9:00', '10:15', '월'], ['GEC1403-G08', '12:00', '13:15', '수'], ['GEC1403-G08', '12:00', '13:15', '월'], ['GEC0103-G06', '13:30', '14:45', '월'], ['GEC0103-G06', '13:30', '14:45', '수'], ['GEC1105-G00', '9:00', '10:15', '수'], ['GEC1105-G00', '9:00', '10:15', '월'], ['GED1537-G00', '10:30', '11:45', '목'], ['GED1537-G00', '10:30', '11:45', '화']]"
30,박유신,2021083760,기계공학과,1,1,"['BME204-00', 'AMIE394-03', 'GED1801-G00', 'GEC1102-G44', 'CE378-02', 'GEN203-02']","[['GEC1102-G08', '10:30', '11:45', '수'], ['GEC1102-G08', '10:30', '11:45', '월'], ['GEC1102-G42', '12:00', '13:15', '목'], ['GEC1102-G42', '12:00', '13:15', '화'], ['GED1329-G00', '15:00', '16:15', '수'], ['GED1329-G00', '15:00', '16:15', '월'], ['GED1432-G01', '16:30', '17:45', '수'], ['GED1432-G01', '16:30', '17:45', '월']]"
31,정재형,2013692324,기계공학과,6,3,"['GED1541-G00', 'RU3202-00', 'AR311-04', 'GEC1102-G19', 'ID4015-00', 'GED1959-G01', 'AMTH1002-09', 'PM2018-00', 'TC211-00', 'GEC1102-G32', 'JP211-02', 'CSE103-01', 'CSE203-03', 'GEC1403-G25', 'GEC2001-G30']","[['GED1873-G00', '10:30', '11:45', '수'], ['GED1873-G00', '10:30', '11:45', '월'], ['GED1987-G00', '15:00', '16:15', '목'], ['GED1987-G00', '15:00', '16:15', '화'], ['GED1717-G01', '16:30', '17:45', '목'], ['GED1717-G01', '16:30', '17:45', '화'], ['GEE1127-G00', '9:00', '11:45', '토'], ['GED1663-G00', '15:00', '17:45', '금']]"
32,김윤,2018657797,기계공학과,8,4,"['ME371-02', 'CHI103-02', 'GED1957-G01', 'BME403-00', 'IS2001-01', 'EE368-01', 'CPE301-02', 'PM4025-05', 'ME305-02', 'CPE101-10', 'GEC1102-G33', 'GEC1102-G26', 'GEC1105-G06', 'APHY1002-07', 'GEC2001-G07', 'BME409-00']","[['GEC1102-G53', '16:30', '17:45', '목'], ['GEC1102-G53', '16:30', '17:45', '화'], ['GEC1105-G49', '15:00', '17:45', '금'], ['GEC2001-G07', '12:00', '13:15', '수'], ['GEC2001-G07', '12:00', '13:15', '월'], ['GEE1330-G02', '18:00', '20:00', '화']]"
33,서태윤,2011786560,기계공학과,7,4,"['SPACE412-00', 'DC201-00', 'SWCON221-00', 'ELC104-01', 'GEC2001-G29', 'GEC1105-G03', 'IPE108-00', 'BME406-00', 'GEB1202-G04', 'CPE401-16', 'PM4025-12', 'ESP438-00', 'VID3003-00', 'GED1362-G00', 'ME205-02', 'IE324-01', 'CHI420-00', 'BME211-00', 'AE231-00', 'TC209-00', 'EE321-01', 'AR511-02', 'PM4025-00', 'EE341-00']","[['GEE1959-G01', '9:00', '11:45', '금'], ['GED1738-G00', '12:00', '14:45', '수'], ['GEC1105-G22', '10:30', '11:45', '목'], ['GEC1105-G22', '10:30', '11:45', '화'], ['GED1929-G00', '9:00', '11:45', '화'], ['GEC0103-G00', '16:30', '17:45', '화'], ['GEC0103-G00', '16:30', '17:45', '목']]"
34,장지한,2019357006,기계공학과,4,2,"['APCH1121-04', 'AMIE321-00', 'ME314-01', 'GED1358-G00', 'CDG0265-00', 'CE473-00', 'GED1104-G00', 'BME403-00', 'CPE301-16', 'GEC1105-G30', 'GEC1105-G32', 'AMTH1009-13']","[['GED1223-G01', '12:00', '14:45', '금'], ['GEC1403-G12', '15:00', '16:15', '수'], ['GEC1403-G12', '15:00', '16:15', '월'], ['GED1957-G01', '16:30', '17:45', '목'], ['GED1957-G01', '16:30', '17:45', '화'], ['GED1945-G01', '12:00', '13:15', '목'], ['GED1945-G01', '12:00', '13:15', '화'], ['GEC1102-G08', '10:30', '11:45', '수'], ['GEC1102-G08', '10:30', '11:45', '월'], ['GEE1345-G01', '9:00', '11:45', '금']]"
35,조아영,2021317624,기계공학과,1,1,"['GEC1104-G00', 'GED1208-G00', 'SC404-02', 'GEB1102-G04', 'IS4102-00']","[['GEC2001-G26', '12:00', '13:15', '목'], ['GEC2001-G26', '12:00', '13:15', '화'], ['GEC1105-G51', '15:00', '17:45', '금'], ['GED1962-G00', '13:30', '14:45', '수'], ['GED1962-G00', '13:30', '14:45', '월'], ['GEC1102-G29', '9:00', '10:15', '목'], ['GEC1102-G29', '9:00', '10:15', '화'], ['GEC1102-G31', '9:00', '10:15', '목'], ['GEC1102-G31', '9:00', '10:15', '화'], ['GED1960-G00', '16:30', '17:45', '수'], ['GED1960-G00', '16:30', '17:45', '월']]"
36,서성찬,2021490007,기계공학과,1,1,"['CPE201-04', 'IS2001-01', 'APCH4501-00', 'IE411-00']","[['GEB1101-G02', '12:00', '13:15', '목'], ['GEB1101-G02', '12:00', '13:15', '화'], ['GEE1265-G00', '9:00', '10:15', '수'], ['GEE1265-G00', '9:00', '10:15', '월'], ['GEE1953-G01', '15:00', '16:15', '목'], ['GEE1953-G01', '15:00', '16:15', '화'], ['GED1465-G00', '12:00', '14:45', '금'], ['GEC1105-G02', '9:00', '10:15', '수'], ['GEC1105-G02', '9:00', '10:15', '월']]"
37,서태윤,2018856228,기계공학과,5,3,"['CPE401-14', 'CE377-01', 'ESP431-00', 'GED1959-G00', 'CA2012-00', 'CPE301-14', 'NE311-00', 'EE497-13', 'GEC1102-G13', 'GEC1105-G20', 'FR4015-00', 'CE351-01', 'CHI211-00', 'AR111-02', 'APHY1002-14']","[['GEC2001-G10', '13:30', '14:45', '수'], ['GEC2001-G10', '13:30', '14:45', '월'], ['GEE1343-G00', '12:00', '13:15', '목'], ['GEE1343-G00', '12:00', '13:15', '화'], ['GEB1301-G00', '15:00', '17:45', '화'], ['GEE1954-G01', '18:00', '20:25', '목'], ['GED1306-G00', '16:30', '17:45', '월'], ['GED1306-G00', '16:30', '17:45', '수']]"
38,강재은,2014368097,기계공학과,6,3,"['KO2201-00', 'TK102-01', 'SPACE301-00', 'EE497-03', 'GEC2001-G03', 'GEC1403-G05', 'CSE201-02', 'ELC411-00', 'FD101-00', 'IS4404-00', 'APHY1000-07', 'GEB1201-G00', 'AMTH1009-08', 'AR211-02', 'SPACE212-00']","[['GEC1403-G16', '9:00', '10:15', '목'], ['GEC1403-G16', '9:00', '10:15', '화'], ['GEB1202-G05', '12:00', '13:15', '목'], ['GEB1202-G05', '12:00', '13:15', '화'], ['GEC1105-G32', '13:30', '14:45', '목'], ['GEC1105-G32', '13:30', '14:45', '화'], ['GEC1105-G36', '15:00', '16:15', '목'], ['GEC1105-G36', '15:00', '16:15', '화'], ['GED1517-G00', '12:00', '13:15', '수'], ['GED1517-G00', '12:00', '13:15', '월'], ['GED1665-G00', '16:30', '17:45', '수'], ['GED1665-G00', '16:30', '17:45', '월']]"
